gene,score,logfoldchange,pval,pval_adj,significant
LINC02636,-0.024300061,-0.5014019,0.980613263633112,1.0,False
ATP12A,-0.024300061,-0.27705914,0.980613263633112,1.0,False
HLTF-AS1,-0.024300061,-0.4280566,0.980613263633112,1.0,False
PLCXD2-AS1,-0.024300061,-0.40835184,0.980613263633112,1.0,False
AC069214.1,-0.024300061,-0.30278403,0.980613263633112,1.0,False
AL805961.1,-0.024300061,-0.80410665,0.980613263633112,1.0,False
LRTM1,-0.024300061,-0.37029305,0.980613263633112,1.0,False
AL133476.1,-0.024302455,-0.90772134,0.9806113551139909,1.0,False
AC068473.4,-0.024302455,-1.3074491,0.9806113551139909,1.0,False
SLC16A12-AS1,-0.024302455,-1.3882298,0.9806113551139909,1.0,False
AL157385.2,-0.024302455,-1.2623866,0.9806113551139909,1.0,False
AC073062.1,-0.024302455,-0.33708814,0.9806113551139909,1.0,False
FOXG1-AS1,-0.024302455,-1.2937995,0.9806113551139909,1.0,False
SLC25A48,-0.024302455,-0.35597882,0.9806113551139909,1.0,False
LNCARSR,-0.024301259,-0.31462532,0.9806123093735375,1.0,False
CHL1-AS2,-0.024300061,-0.38860524,0.980613263633112,1.0,False
AL356317.2,-0.024300061,-0.26294476,0.980613263633112,1.0,False
PHKA1-AS1,-0.024300061,-0.69049,0.980613263633112,1.0,False
AC134682.1,-0.024300061,-0.557048,0.980613263633112,1.0,False
LIMS1-AS1,-0.024300061,-0.43934444,0.980613263633112,1.0,False
TLR8-AS1,-0.024300061,-0.27296892,0.980613263633112,1.0,False
AL136295.6,-0.024300061,-0.3285808,0.980613263633112,1.0,False
AP003464.1,-0.024300061,-0.3216629,0.980613263633112,1.0,False
AC022168.1,-0.024302455,-1.1723466,0.9806113551139909,1.0,False
TRPC7,-0.024302455,-0.8387738,0.9806113551139909,1.0,False
AC005520.3,-0.024302455,-0.09565153,0.9806113551139909,1.0,False
NT5DC4,-0.024302455,-0.3170081,0.9806113551139909,1.0,False
AC022819.1,-0.024302455,-0.82116586,0.9806113551139909,1.0,False
AP001007.2,-0.024302455,-1.3721354,0.9806113551139909,1.0,False
PCAT18,-0.024302455,-0.787518,0.9806113551139909,1.0,False
AF241728.1,-0.024302455,-0.9341807,0.9806113551139909,1.0,False
LINC01629,-0.024302455,-0.2879936,0.9806113551139909,1.0,False
AC008674.1,-0.024302455,-0.71691155,0.9806113551139909,1.0,False
RSPO1,-0.024302455,-0.48759142,0.9806113551139909,1.0,False
AL023495.1,-0.024302455,-1.2770993,0.9806113551139909,1.0,False
OR2L13,-0.024302455,-1.1409479,0.9806113551139909,1.0,False
AC010735.1,-0.024302455,-1.3662025,0.9806113551139909,1.0,False
AC020612.4,-0.024302455,-1.1950165,0.9806113551139909,1.0,False
LINC02857,-0.024302455,-0.8777568,0.9806113551139909,1.0,False
AC103702.1,-0.024302455,-0.5412849,0.9806113551139909,1.0,False
AL049748.1,-0.024302455,-1.4442376,0.9806113551139909,1.0,False
LINC01591,-0.024302455,-0.78447,0.9806113551139909,1.0,False
AC098850.1,-0.024302455,-1.1706656,0.9806113551139909,1.0,False
BNC2-AS1,-0.024302455,-1.3668184,0.9806113551139909,1.0,False
AL136379.1,-0.024302455,-1.2687299,0.9806113551139909,1.0,False
GABRG3-AS1,-0.024302455,-0.6876437,0.9806113551139909,1.0,False
AL355303.2,-0.024302455,-1.0985819,0.9806113551139909,1.0,False
SMAD9-IT1,-0.024302455,-0.7645616,0.9806113551139909,1.0,False
C1orf220,-0.024302455,-0.3071526,0.9806113551139909,1.0,False
SLC51B,-0.024302455,-0.37833464,0.9806113551139909,1.0,False
AC007497.1,-0.024302455,-1.1059196,0.9806113551139909,1.0,False
HIST1H4B,-0.024302455,-0.2772625,0.9806113551139909,1.0,False
TEX26,-0.024302455,-1.3324732,0.9806113551139909,1.0,False
LECT2,-0.024302455,-1.3344264,0.9806113551139909,1.0,False
AWAT1,-0.024302455,-0.7863974,0.9806113551139909,1.0,False
LINC02640,-0.024302455,-1.2451404,0.9806113551139909,1.0,False
LINC01858,-0.024302455,-1.2766293,0.9806113551139909,1.0,False
AC011008.1,-0.024302455,-0.8192423,0.9806113551139909,1.0,False
ZPBP2,-0.024302455,-0.8480672,0.9806113551139909,1.0,False
GPR17,-0.024302455,-1.1576473,0.9806113551139909,1.0,False
POTEI,-0.024302455,-1.2284569,0.9806113551139909,1.0,False
AL031289.2,-0.024302455,-1.0480756,0.9806113551139909,1.0,False
CELF2-AS2,-0.024302455,-1.2895069,0.9806113551139909,1.0,False
LINC01288,-0.024302455,-0.78998625,0.9806113551139909,1.0,False
AL713852.2,-0.024302455,-0.88074315,0.9806113551139909,1.0,False
AL391560.1,-0.024302455,-0.95363915,0.9806113551139909,1.0,False
AC007620.3,-0.024302455,-0.4965043,0.9806113551139909,1.0,False
AC010336.5,-0.024302455,-1.1469085,0.9806113551139909,1.0,False
AP000229.1,-0.024302455,-0.495138,0.9806113551139909,1.0,False
AC004466.2,-0.024302455,-1.1618013,0.9806113551139909,1.0,False
DLX6-AS1,-0.024302455,-0.6354225,0.9806113551139909,1.0,False
GLT6D1,-0.024304848,-17.835228,0.9806094465949808,1.0,False
AL161452.1,-0.024304848,-17.748785,0.9806094465949808,1.0,False
AC064829.1,-0.024304848,-17.686724,0.9806094465949808,1.0,False
AC120042.2,-0.024304848,-17.738104,0.9806094465949808,1.0,False
AC079906.1,-0.024302455,-0.84694105,0.9806113551139909,1.0,False
LINC02553,-0.024302455,-1.2591904,0.9806113551139909,1.0,False
AC095057.2,-0.024302455,-1.0192963,0.9806113551139909,1.0,False
LINC01674,-0.024302455,-0.8813856,0.9806113551139909,1.0,False
BTN1A1,-0.024302455,-0.6001283,0.9806113551139909,1.0,False
AC104521.1,-0.024302455,-0.55659074,0.9806113551139909,1.0,False
C1QTNF1-AS1,-0.024302455,-0.49170753,0.9806113551139909,1.0,False
MDH1B,-0.024302455,-0.7149308,0.9806113551139909,1.0,False
AC004882.3,-0.024302455,-1.358699,0.9806113551139909,1.0,False
ZIM2,-0.024302455,-0.60453904,0.9806113551139909,1.0,False
DEFB129,-0.024302455,-1.2438807,0.9806113551139909,1.0,False
LGSN,-0.024302455,-0.13051616,0.9806113551139909,1.0,False
AGTR1,-0.024304848,-17.79627,0.9806094465949808,1.0,False
AC010531.4,-0.024304848,-1.3274156,0.9806094465949808,1.0,False
ZIC4,-0.024304848,-17.934464,0.9806094465949808,1.0,False
AC073111.1,-0.024304848,-17.804642,0.9806094465949808,1.0,False
AP001922.3,-0.024304848,-17.793371,0.9806094465949808,1.0,False
AC008741.1,-0.024304848,-17.58963,0.9806094465949808,1.0,False
AC005479.1,-0.024304848,-1.5821813,0.9806094465949808,1.0,False
LINC02426,-0.024304848,-0.38698348,0.9806094465949808,1.0,False
AC089998.1,-0.024304848,-17.664566,0.9806094465949808,1.0,False
BX284668.2,-0.024304848,-17.784513,0.9806094465949808,1.0,False
THOC7-AS1,-0.024304848,-17.657736,0.9806094465949808,1.0,False
PROM2,-0.024304848,-0.9013056,0.9806094465949808,1.0,False
AL354836.1,-0.024304848,-17.700964,0.9806094465949808,1.0,False
AL139130.1,-0.024304848,-17.726633,0.9806094465949808,1.0,False
AL132655.2,-0.024304848,-18.030682,0.9806094465949808,1.0,False
AC008780.2,-0.024304848,-17.7429,0.9806094465949808,1.0,False
AC087203.3,-0.024304848,-17.859133,0.9806094465949808,1.0,False
HHIP-AS1,-0.024304848,-17.902115,0.9806094465949808,1.0,False
LBHD2,-0.024304848,-17.617523,0.9806094465949808,1.0,False
AC108681.1,-0.024304848,-0.5176991,0.9806094465949808,1.0,False
AC005703.7,-0.024304848,-18.245817,0.9806094465949808,1.0,False
AC025871.3,-0.024304848,-17.987724,0.9806094465949808,1.0,False
AL136172.1,-0.024304848,-17.753025,0.9806094465949808,1.0,False
DRP2,-0.024304848,-17.812246,0.9806094465949808,1.0,False
HCG24,-0.024304848,-17.419632,0.9806094465949808,1.0,False
CTSG,-0.024304848,-18.011436,0.9806094465949808,1.0,False
AC118754.2,-0.024304848,-17.830244,0.9806094465949808,1.0,False
AC093904.1,-0.024304848,-17.428898,0.9806094465949808,1.0,False
LINC02662,-0.024304848,-17.938698,0.9806094465949808,1.0,False
RAB40AL,-0.024304848,-17.721651,0.9806094465949808,1.0,False
LINC00347,-0.024304848,-17.945978,0.9806094465949808,1.0,False
PNMA8C,-0.024304848,-17.50387,0.9806094465949808,1.0,False
CBLN2,-0.024304848,-1.273833,0.9806094465949808,1.0,False
HOXB-AS4,-0.024304848,-17.694046,0.9806094465949808,1.0,False
AC096736.1,-0.024304848,-18.209806,0.9806094465949808,1.0,False
Z72006.1,-0.024304848,-17.924232,0.9806094465949808,1.0,False
AC091987.1,-0.024304848,-18.00504,0.9806094465949808,1.0,False
AC009779.5,-0.024304848,-0.17124413,0.9806094465949808,1.0,False
AL049649.1,-0.024304848,-17.700045,0.9806094465949808,1.0,False
CISTR,-0.024304848,-1.4310709,0.9806094465949808,1.0,False
TRAJ16,-0.024304848,-0.29411232,0.9806094465949808,1.0,False
AP003498.1,-0.024304848,-18.16826,0.9806094465949808,1.0,False
AC073283.2,-0.024304848,-16.914486,0.9806094465949808,1.0,False
LINC02401,-0.024304848,-17.896084,0.9806094465949808,1.0,False
PAH,-0.024304848,-0.36252424,0.9806094465949808,1.0,False
AL163953.1,-0.024304848,-17.746948,0.9806094465949808,1.0,False
PRG3,-0.024304848,-17.569246,0.9806094465949808,1.0,False
AC090415.2,-0.024304848,-18.382166,0.9806094465949808,1.0,False
ASCL4,-0.024304848,-17.012585,0.9806094465949808,1.0,False
ALDH3B2,-0.024304848,-17.664398,0.9806094465949808,1.0,False
AC023302.2,-0.024304848,-17.915674,0.9806094465949808,1.0,False
AC074389.2,-0.024304848,-17.74196,0.9806094465949808,1.0,False
AL122125.1,-0.024304848,-1.4871615,0.9806094465949808,1.0,False
LINC02454,-0.024304848,-18.106602,0.9806094465949808,1.0,False
NLRP11,-0.024304848,-17.545847,0.9806094465949808,1.0,False
CDCP2,-0.024304848,-0.70142835,0.9806094465949808,1.0,False
PNPLA5,-0.024304848,-17.644161,0.9806094465949808,1.0,False
COL4A2-AS1,-0.024304848,-18.259218,0.9806094465949808,1.0,False
HEY1,-0.024304848,-17.752314,0.9806094465949808,1.0,False
UCMA,-0.024304848,-17.746204,0.9806094465949808,1.0,False
PCSK9,-0.024304848,-17.654163,0.9806094465949808,1.0,False
AL133482.1,-0.024304848,-17.848913,0.9806094465949808,1.0,False
AL358334.4,-0.024304848,-1.5939775,0.9806094465949808,1.0,False
AC010528.2,-0.024304848,-18.13913,0.9806094465949808,1.0,False
TRBJ2-6,-0.024304848,-18.008484,0.9806094465949808,1.0,False
AC100832.2,-0.024304848,-17.99645,0.9806094465949808,1.0,False
ADGRF2,-0.024304848,-0.38920498,0.9806094465949808,1.0,False
AC007638.2,-0.024304848,-18.041492,0.9806094465949808,1.0,False
AC011901.1,-0.024304848,-17.82133,0.9806094465949808,1.0,False
KCNJ11,-0.024304848,-17.594934,0.9806094465949808,1.0,False
AC079340.3,-0.024304848,-17.931585,0.9806094465949808,1.0,False
AC010186.1,-0.024304848,-17.317005,0.9806094465949808,1.0,False
FAM230I,-0.024304848,-17.862156,0.9806094465949808,1.0,False
LINC01659,-0.024304848,-18.383095,0.9806094465949808,1.0,False
AC027804.1,-0.024304848,-17.592484,0.9806094465949808,1.0,False
AC106712.1,-0.024304848,-17.728811,0.9806094465949808,1.0,False
FOXD3-AS1,-0.024304848,-17.32254,0.9806094465949808,1.0,False
LINC01702,-0.024304848,-17.691233,0.9806094465949808,1.0,False
AL357078.2,-0.024304848,-1.6107582,0.9806094465949808,1.0,False
DNASE2B,-0.024304848,-17.742792,0.9806094465949808,1.0,False
AC022308.1,-0.024304848,-18.055412,0.9806094465949808,1.0,False
LINC02683,-0.024304848,-18.067715,0.9806094465949808,1.0,False
AC007406.4,-0.024304848,-16.951576,0.9806094465949808,1.0,False
AP003121.1,-0.024304848,-17.785845,0.9806094465949808,1.0,False
LINC01916,-0.024304848,-0.72549367,0.9806094465949808,1.0,False
FP565171.1,-0.024304848,-17.89465,0.9806094465949808,1.0,False
C10orf99,-0.024304848,-1.5861632,0.9806094465949808,1.0,False
POU4F3,-0.024304848,-18.37001,0.9806094465949808,1.0,False
AP002770.1,-0.024304848,-17.585104,0.9806094465949808,1.0,False
TRAV40,-0.024304848,-17.902834,0.9806094465949808,1.0,False
AC003956.1,-0.024304848,-18.143814,0.9806094465949808,1.0,False
CSN1S1,-0.024304848,-18.143723,0.9806094465949808,1.0,False
AC244153.1,-0.024304848,-17.56644,0.9806094465949808,1.0,False
USP29,-0.024304848,-17.118986,0.9806094465949808,1.0,False
AC016573.1,-0.024304848,-17.897179,0.9806094465949808,1.0,False
TRBV30,-0.024304848,-0.5850253,0.9806094465949808,1.0,False
AP002856.4,-0.024304848,-17.040977,0.9806094465949808,1.0,False
PIP,-0.024304848,-17.775997,0.9806094465949808,1.0,False
AC008080.2,-0.024304848,-17.947338,0.9806094465949808,1.0,False
LINC01518,-0.024304848,-1.2770969,0.9806094465949808,1.0,False
AL365181.2,-0.024304848,-17.558336,0.9806094465949808,1.0,False
MIR122HG,-0.024304848,-17.707293,0.9806094465949808,1.0,False
AC104971.2,-0.024304848,-17.422733,0.9806094465949808,1.0,False
AP004550.1,-0.024304848,-17.756315,0.9806094465949808,1.0,False
LINC01733,-0.024304848,-17.530191,0.9806094465949808,1.0,False
AL353997.2,-0.024304848,-17.252186,0.9806094465949808,1.0,False
LINC01143,-0.024304848,-17.883732,0.9806094465949808,1.0,False
AC018521.6,-0.024304848,-17.782766,0.9806094465949808,1.0,False
FZD10-AS1,-0.024304848,-17.465258,0.9806094465949808,1.0,False
LOX,-0.024304848,-0.4063153,0.9806094465949808,1.0,False
AP000356.2,-0.024304848,-0.32127896,0.9806094465949808,1.0,False
SYT13,-0.024304848,-18.031372,0.9806094465949808,1.0,False
LINC01405,-0.024304848,-1.7110509,0.9806094465949808,1.0,False
AL031651.1,-0.024304848,-17.133615,0.9806094465949808,1.0,False
AC018558.7,-0.024304848,-17.548256,0.9806094465949808,1.0,False
AP001037.1,-0.024304848,-17.99745,0.9806094465949808,1.0,False
PLAC4,-0.024304848,-17.712221,0.9806094465949808,1.0,False
NXPH2,-0.024304848,-0.3941034,0.9806094465949808,1.0,False
SLC10A2,-0.024304848,-18.316885,0.9806094465949808,1.0,False
ACE2,-0.024304848,-17.493826,0.9806094465949808,1.0,False
PPEF1-AS1,-0.024304848,-18.021976,0.9806094465949808,1.0,False
AC011029.1,-0.024304848,-0.3167998,0.9806094465949808,1.0,False
CRISPLD1,-0.024304848,-0.90066385,0.9806094465949808,1.0,False
AC027243.2,-0.024304848,-18.047235,0.9806094465949808,1.0,False
AC080188.1,-0.024304848,-17.339363,0.9806094465949808,1.0,False
LINC01532,-0.024304848,-17.603853,0.9806094465949808,1.0,False
AC137579.2,-0.024304848,-17.531775,0.9806094465949808,1.0,False
CLEC3A,-0.024304848,-0.83489794,0.9806094465949808,1.0,False
PKNOX2-AS1,-0.024304848,-17.373575,0.9806094465949808,1.0,False
LINC02289,-0.024304848,-18.139593,0.9806094465949808,1.0,False
AL033384.2,-0.024304848,-18.165453,0.9806094465949808,1.0,False
C6orf118,-0.024304848,-17.648575,0.9806094465949808,1.0,False
AL162632.1,-0.024304848,-17.662264,0.9806094465949808,1.0,False
AL162457.2,-0.024304848,-17.883541,0.9806094465949808,1.0,False
AC004801.5,-0.024304848,-17.289742,0.9806094465949808,1.0,False
TFAP2C,-0.024304848,-1.4269518,0.9806094465949808,1.0,False
ESRG,-0.024304848,-17.816753,0.9806094465949808,1.0,False
TBX5,-0.024304848,-0.58034897,0.9806094465949808,1.0,False
AF111169.2,-0.024304848,-17.888048,0.9806094465949808,1.0,False
LINC02835,-0.024304848,-17.954937,0.9806094465949808,1.0,False
AC087477.5,-0.024304848,-17.768208,0.9806094465949808,1.0,False
AC004941.1,-0.024304848,-1.534282,0.9806094465949808,1.0,False
OR51E2,-0.024304848,-17.72555,0.9806094465949808,1.0,False
AC002351.1,-0.024304848,-17.91175,0.9806094465949808,1.0,False
AL161782.1,-0.024304848,-18.02419,0.9806094465949808,1.0,False
AL109945.1,-0.024304848,-17.330791,0.9806094465949808,1.0,False
AC005828.4,-0.024304848,-17.788391,0.9806094465949808,1.0,False
TMEM262,-0.024304848,-0.26753327,0.9806094465949808,1.0,False
AC084335.1,-0.024304848,-18.084402,0.9806094465949808,1.0,False
AL133279.2,-0.024304848,-17.81673,0.9806094465949808,1.0,False
LINC02165,-0.024304848,-17.462067,0.9806094465949808,1.0,False
GAD1,-0.024304848,-0.5285079,0.9806094465949808,1.0,False
CYP2C19,-0.024304848,-0.48847243,0.9806094465949808,1.0,False
AC106895.1,-0.024304848,-0.95079195,0.9806094465949808,1.0,False
IGHV1-18,-0.024304848,-17.776836,0.9806094465949808,1.0,False
AC068580.2,-0.024304848,-17.557226,0.9806094465949808,1.0,False
AC079910.1,-0.024304848,-17.868052,0.9806094465949808,1.0,False
AC112491.1,-0.024304848,-17.426653,0.9806094465949808,1.0,False
LEFTY2,-0.024304848,-17.374458,0.9806094465949808,1.0,False
TAB3-AS1,-0.024304848,-17.536081,0.9806094465949808,1.0,False
AL450338.2,-0.024304848,-1.4270798,0.9806094465949808,1.0,False
AC005884.2,-0.024304848,-17.566633,0.9806094465949808,1.0,False
AP003396.1,-0.024304848,-17.658205,0.9806094465949808,1.0,False
TUSC1,-0.024304848,-0.8952136,0.9806094465949808,1.0,False
AC011511.3,-0.024304848,-17.75464,0.9806094465949808,1.0,False
AC011899.4,-0.024304848,-17.46691,0.9806094465949808,1.0,False
EIF4E1B,-0.024304848,-17.478354,0.9806094465949808,1.0,False
AC003950.1,-0.024304848,-17.978441,0.9806094465949808,1.0,False
AC027128.1,-0.024304848,-17.62935,0.9806094465949808,1.0,False
TRBJ2-5,-0.024304848,-17.839754,0.9806094465949808,1.0,False
AP000679.1,-0.024304848,-17.961136,0.9806094465949808,1.0,False
AP001994.2,-0.024304848,-1.5710555,0.9806094465949808,1.0,False
AC090099.1,-0.024304848,-1.4324354,0.9806094465949808,1.0,False
AC073352.1,-0.024304848,-1.4397691,0.9806094465949808,1.0,False
CRIM1-DT,-0.024304848,-17.918804,0.9806094465949808,1.0,False
PSG5,-0.024304848,-17.525858,0.9806094465949808,1.0,False
AC080068.1,-0.024304848,-18.219122,0.9806094465949808,1.0,False
GPR25,-0.024304848,-18.2581,0.9806094465949808,1.0,False
KRT36,-0.024304848,-17.002466,0.9806094465949808,1.0,False
CHRM4,-0.024304848,-17.648138,0.9806094465949808,1.0,False
AC022511.1,-0.024304848,-17.780476,0.9806094465949808,1.0,False
CCDC197,-0.024304848,-1.6184069,0.9806094465949808,1.0,False
SPDYE9P,-0.024304848,-0.6509848,0.9806094465949808,1.0,False
LINC01780,-0.024304848,-17.424782,0.9806094465949808,1.0,False
AC091027.2,-0.024304848,-17.58579,0.9806094465949808,1.0,False
LINC01029,-0.024304848,-17.560097,0.9806094465949808,1.0,False
AC022118.1,-0.024304848,-17.756224,0.9806094465949808,1.0,False
AC093765.4,-0.024304848,-17.411613,0.9806094465949808,1.0,False
AL133368.2,-0.024304848,-1.4262438,0.9806094465949808,1.0,False
SOST,-0.024304848,-1.8562378,0.9806094465949808,1.0,False
XIRP1,-0.024304848,-17.692888,0.9806094465949808,1.0,False
CNTFR-AS1,-0.024304848,-1.5946224,0.9806094465949808,1.0,False
AC021818.1,-0.024304848,-17.4194,0.9806094465949808,1.0,False
AC097491.1,-0.024304848,-17.624462,0.9806094465949808,1.0,False
TCHH,-0.024304848,-1.5832654,0.9806094465949808,1.0,False
AC009167.1,-0.024304848,-17.564833,0.9806094465949808,1.0,False
AL450226.1,-0.024304848,-18.080395,0.9806094465949808,1.0,False
AP003900.1,-0.024304848,-0.9218189,0.9806094465949808,1.0,False
AL096828.1,-0.024304848,-1.422219,0.9806094465949808,1.0,False
AC087752.3,-0.024304848,-17.862022,0.9806094465949808,1.0,False
AC087588.2,-0.024304848,-17.352114,0.9806094465949808,1.0,False
LINC01683,-0.024304848,-17.598616,0.9806094465949808,1.0,False
LINC02386,-0.024304848,-17.482664,0.9806094465949808,1.0,False
AOC1,-0.024304848,-0.5514014,0.9806094465949808,1.0,False
C7orf65,-0.024304848,-17.914707,0.9806094465949808,1.0,False
AC022201.1,-0.024304848,-1.4876496,0.9806094465949808,1.0,False
GKN2,-0.024304848,-17.755035,0.9806094465949808,1.0,False
AL109954.1,-0.024304848,-17.556381,0.9806094465949808,1.0,False
AL391294.1,-0.024304848,-17.73777,0.9806094465949808,1.0,False
AL021154.1,-0.024304848,-0.7758417,0.9806094465949808,1.0,False
AC025475.2,-0.024304848,-17.606157,0.9806094465949808,1.0,False
AC090515.4,-0.024304848,-0.22400366,0.9806094465949808,1.0,False
AL391056.1,-0.024304848,-0.45321316,0.9806094465949808,1.0,False
AC245052.1,-0.024304848,-17.410358,0.9806094465949808,1.0,False
AC009063.2,-0.024304848,-0.59672284,0.9806094465949808,1.0,False
RPS6KA2-IT1,-0.024304848,-17.41773,0.9806094465949808,1.0,False
AF250324.1,-0.024304848,-17.654959,0.9806094465949808,1.0,False
LINC02734,-0.024304848,-17.328707,0.9806094465949808,1.0,False
FAM181B,-0.024304848,-17.920912,0.9806094465949808,1.0,False
AC007432.1,-0.024304848,-1.5493326,0.9806094465949808,1.0,False
GH2,-0.024304848,-17.755272,0.9806094465949808,1.0,False
GPC6-AS2,-0.024304848,-18.262241,0.9806094465949808,1.0,False
LINC00379,-0.024304848,-1.7154307,0.9806094465949808,1.0,False
CNTN4-AS2,-0.024304848,-17.892416,0.9806094465949808,1.0,False
LINC00911,-0.024304848,-0.88825226,0.9806094465949808,1.0,False
SIGLEC8,-0.024304848,-17.77743,0.9806094465949808,1.0,False
AC011473.3,-0.024304848,-17.755785,0.9806094465949808,1.0,False
AC113189.3,-0.024304848,-1.511502,0.9806094465949808,1.0,False
NCCRP1,-0.024304848,-17.706339,0.9806094465949808,1.0,False
POTEC,-0.024304848,-18.118038,0.9806094465949808,1.0,False
AC006557.3,-0.024304848,-17.751722,0.9806094465949808,1.0,False
AC006557.1,-0.024304848,-1.5551401,0.9806094465949808,1.0,False
CEACAM7,-0.024304848,-1.363934,0.9806094465949808,1.0,False
KLK6,-0.024304848,-17.642097,0.9806094465949808,1.0,False
AC018695.8,-0.024304848,-17.91526,0.9806094465949808,1.0,False
AL137005.1,-0.024304848,-1.3473481,0.9806094465949808,1.0,False
ARHGAP5-AS1,-0.024304848,-0.35868594,0.9806094465949808,1.0,False
TM4SF18,-0.024304848,-17.76956,0.9806094465949808,1.0,False
AC021088.1,-0.024304848,-18.367287,0.9806094465949808,1.0,False
AC003084.1,-0.024304848,-17.868153,0.9806094465949808,1.0,False
AC117386.1,-0.024304848,-17.873964,0.9806094465949808,1.0,False
DEFB107B,-0.024304848,-17.61983,0.9806094465949808,1.0,False
AL161665.2,-0.024304848,-17.763102,0.9806094465949808,1.0,False
AL355112.1,-0.024304848,-18.063843,0.9806094465949808,1.0,False
PRR23A,-0.024304848,-1.3136424,0.9806094465949808,1.0,False
AC125421.2,-0.024304848,-17.818943,0.9806094465949808,1.0,False
CEND1,-0.024304848,-18.17792,0.9806094465949808,1.0,False
AL121906.2,-0.024304848,-0.6740231,0.9806094465949808,1.0,False
Z94057.1,-0.024304848,-17.876627,0.9806094465949808,1.0,False
AL359710.1,-0.024304848,-17.594534,0.9806094465949808,1.0,False
AP001046.1,-0.024304848,-18.52476,0.9806094465949808,1.0,False
LINC01679,-0.024304848,-0.45829993,0.9806094465949808,1.0,False
ATP4B,-0.024304848,-1.6023183,0.9806094465949808,1.0,False
NMRK2,-0.024304848,-1.567377,0.9806094465949808,1.0,False
AC096554.1,-0.024304848,-17.587961,0.9806094465949808,1.0,False
LINC01935,-0.024304848,-0.65693873,0.9806094465949808,1.0,False
AL603832.2,-0.024304848,-17.232645,0.9806094465949808,1.0,False
AC020719.1,-0.024304848,-17.77681,0.9806094465949808,1.0,False
LINC01603,-0.024304848,-17.234653,0.9806094465949808,1.0,False
AC116036.2,-0.024304848,-17.866053,0.9806094465949808,1.0,False
AC010457.1,-0.024304848,-1.5020618,0.9806094465949808,1.0,False
AC105389.3,-0.024304848,-0.5450769,0.9806094465949808,1.0,False
ERICH5,-0.024304848,-0.699953,0.9806094465949808,1.0,False
PCDHGB7,-0.024304848,-1.5776715,0.9806094465949808,1.0,False
CWH43,-0.024304848,-17.587114,0.9806094465949808,1.0,False
AL132657.1,-0.024304848,-0.55344766,0.9806094465949808,1.0,False
LINC02630,-0.024304848,-17.140678,0.9806094465949808,1.0,False
AQP10,-0.024304848,-1.3894118,0.9806094465949808,1.0,False
LINC02111,-0.024304848,-17.77681,0.9806094465949808,1.0,False
GOLGA8J,-0.024304848,-1.5414072,0.9806094465949808,1.0,False
AC022898.1,-0.024304848,-17.701794,0.9806094465949808,1.0,False
AL445123.2,-0.024304848,-0.9805846,0.9806094465949808,1.0,False
TTTY13,-0.024304848,-17.76662,0.9806094465949808,1.0,False
AC087289.5,-0.024304848,-0.8563088,0.9806094465949808,1.0,False
AL138781.1,-0.024304848,-17.826685,0.9806094465949808,1.0,False
AC005234.1,-0.024304848,-17.895342,0.9806094465949808,1.0,False
UCA1,-0.024304848,-1.7541118,0.9806094465949808,1.0,False
AC016746.1,-0.024304848,-17.55513,0.9806094465949808,1.0,False
SULT1C3,-0.024304848,-17.66998,0.9806094465949808,1.0,False
AL096869.1,-0.024304848,-17.369995,0.9806094465949808,1.0,False
SLC6A17,-0.024304848,-17.1788,0.9806094465949808,1.0,False
AC093582.1,-0.024304848,-17.869518,0.9806094465949808,1.0,False
LINC02735,-0.024304848,-17.774487,0.9806094465949808,1.0,False
MT1M,-0.024304848,-18.077705,0.9806094465949808,1.0,False
FAM162B,-0.024304848,-17.767399,0.9806094465949808,1.0,False
LINC01799,-0.024304848,-17.881208,0.9806094465949808,1.0,False
AF131215.3,-0.024304848,-17.260555,0.9806094465949808,1.0,False
AJ239328.1,-0.024304848,-18.01484,0.9806094465949808,1.0,False
AL139082.1,-0.024304848,-1.4955664,0.9806094465949808,1.0,False
AL161663.1,-0.024304848,-18.046812,0.9806094465949808,1.0,False
AC034238.2,-0.024304848,-17.723475,0.9806094465949808,1.0,False
TTPA,-0.024304848,-1.028204,0.9806094465949808,1.0,False
AP003043.1,-0.024304848,-18.149372,0.9806094465949808,1.0,False
EGFLAM-AS1,-0.024304848,-18.018497,0.9806094465949808,1.0,False
AKR1B15,-0.024304848,-1.4930415,0.9806094465949808,1.0,False
AKR1B10,-0.024304848,-17.842386,0.9806094465949808,1.0,False
TRBV22-1,-0.024304848,-18.019888,0.9806094465949808,1.0,False
AL139280.2,-0.024304848,-17.767622,0.9806094465949808,1.0,False
LACTBL1,-0.024304848,-17.563347,0.9806094465949808,1.0,False
LINC02596,-0.024304848,-17.854828,0.9806094465949808,1.0,False
RCC2-AS1,-0.024304848,-17.503769,0.9806094465949808,1.0,False
KLF14,-0.024304848,-18.076164,0.9806094465949808,1.0,False
AC115220.1,-0.024304848,-17.479023,0.9806094465949808,1.0,False
AC087645.4,-0.024304848,-17.726046,0.9806094465949808,1.0,False
AC008760.2,-0.024304848,-17.655422,0.9806094465949808,1.0,False
OPN4,-0.024304848,-17.531029,0.9806094465949808,1.0,False
LINC00208,-0.024304848,-17.561365,0.9806094465949808,1.0,False
KRTAP5-9,-0.024304848,-1.8969923,0.9806094465949808,1.0,False
AC093422.2,-0.024304848,-17.809992,0.9806094465949808,1.0,False
AC004009.1,-0.024304848,-1.5601695,0.9806094465949808,1.0,False
